time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-26 00:00:00+00:00,1.0,1.0,3,3
2023-07-27 00:00:00+00:00,1.0,1.0,47,8
2023-07-28 00:00:00+00:00,3.0,2.0,7,6
2023-07-29 00:00:00+00:00,1.0,1.0,5,4
2023-07-30 00:00:00+00:00,3.0,3.0,3,2
2023-07-31 00:00:00+00:00,3.0,3.0,15,5
2023-08-01 00:00:00+00:00,1.0,1.0,132,8
2023-08-02 00:00:00+00:00,1.0,1.0,4,4
2023-08-03 00:00:00+00:00,1.0,1.0,3,2
2023-08-04 00:00:00+00:00,1.0,1.0,11,4
2023-08-05 00:00:00+00:00,3.0,3.0,2,1
2023-08-06 00:00:00+00:00,1.0,1.0,34,2
2023-08-07 00:00:00+00:00,2.0,2.0,2,2
2023-08-08 00:00:00+00:00,,,4,3
