url_path,views_total,views_unique
/Swiple/swiple,68,30
/Swiple/swiple/tree/main/backend,32,12
/Swiple/swiple/blob/ab880ad6f66ce13bd6f6ef3326e76db8180ebb49/backend/app/core/runner.py,27,1
/Swiple/swiple/tree/main/backend/app,22,9
/Swiple/swiple/blob/main/backend/Dockerfile,17,11
/Swiple/swiple/pulls,11,3
/Swiple/swiple/tree/main/frontend,10,6
/Swiple/swiple/blob/ab880ad6f66ce13bd6f6ef3326e76db8180ebb49/backend/app/utils.py,9,1
/Swiple/swiple/tree/main/backend/app/core,6,4
/Swiple/swiple/tree/main/frontend/src,6,3
