time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-23 00:00:00+00:00,4,4,14.0,3.0
2023-10-24 00:00:00+00:00,2,2,1.0,1.0
2023-10-25 00:00:00+00:00,1,1,13.0,3.0
2023-10-26 00:00:00+00:00,1,1,7.0,4.0
2023-10-27 00:00:00+00:00,1,1,38.0,16.0
2023-10-28 00:00:00+00:00,2,2,22.0,2.0
2023-10-29 00:00:00+00:00,1,1,,
2023-10-30 00:00:00+00:00,3,3,16.0,8.0
2023-10-31 00:00:00+00:00,1,1,10.0,2.0
2023-11-01 00:00:00+00:00,1,1,32.0,3.0
2023-11-02 00:00:00+00:00,1,1,10.0,6.0
2023-11-03 00:00:00+00:00,1,1,1.0,1.0
2023-11-04 00:00:00+00:00,2,2,15.0,3.0
2023-11-05 00:00:00+00:00,1,1,2.0,2.0
