time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-13 00:00:00+00:00,3,3,14,10
2023-01-14 00:00:00+00:00,2,2,51,2
2023-01-15 00:00:00+00:00,2,2,1,1
2023-01-16 00:00:00+00:00,31,5,39,10
2023-01-17 00:00:00+00:00,18,3,41,11
2023-01-18 00:00:00+00:00,9,5,140,13
2023-01-19 00:00:00+00:00,10,5,54,12
2023-01-20 00:00:00+00:00,4,3,17,8
2023-01-21 00:00:00+00:00,14,2,47,5
2023-01-22 00:00:00+00:00,19,2,17,6
2023-01-23 00:00:00+00:00,360,4,45,9
2023-01-24 00:00:00+00:00,69,5,49,10
2023-01-25 00:00:00+00:00,15,4,32,9
2023-01-26 00:00:00+00:00,24,3,32,2
