time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-24 00:00:00+00:00,,,21,3
2024-06-25 00:00:00+00:00,3.0,1.0,31,5
2024-06-26 00:00:00+00:00,,,11,4
2024-06-27 00:00:00+00:00,1.0,1.0,6,4
2024-06-28 00:00:00+00:00,1.0,1.0,19,4
2024-06-29 00:00:00+00:00,,,1,1
2024-07-01 00:00:00+00:00,2.0,2.0,141,4
2024-07-02 00:00:00+00:00,1.0,1.0,5,3
2024-07-03 00:00:00+00:00,,,1,1
2024-07-04 00:00:00+00:00,1.0,1.0,29,7
2024-07-05 00:00:00+00:00,3.0,1.0,7,5
2024-07-06 00:00:00+00:00,,,2,1
