time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-27 00:00:00+00:00,1.0,1.0,4,3
2024-10-28 00:00:00+00:00,,,7,5
2024-10-29 00:00:00+00:00,,,4,3
2024-10-30 00:00:00+00:00,,,5,2
2024-10-31 00:00:00+00:00,,,8,4
2024-11-01 00:00:00+00:00,1.0,1.0,2,2
2024-11-02 00:00:00+00:00,,,1,1
2024-11-03 00:00:00+00:00,1.0,1.0,2,2
2024-11-04 00:00:00+00:00,1.0,1.0,3,2
2024-11-05 00:00:00+00:00,2.0,1.0,5,5
2024-11-06 00:00:00+00:00,,,6,2
2024-11-07 00:00:00+00:00,2.0,1.0,17,6
2024-11-08 00:00:00+00:00,,,2,1
2024-11-09 00:00:00+00:00,,,10,1
