time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-17 00:00:00+00:00,2.0,1.0,24,6
2024-07-18 00:00:00+00:00,3.0,1.0,18,7
2024-07-19 00:00:00+00:00,,,26,4
2024-07-20 00:00:00+00:00,,,1,1
2024-07-22 00:00:00+00:00,1.0,1.0,21,7
2024-07-23 00:00:00+00:00,,,7,6
2024-07-24 00:00:00+00:00,3.0,2.0,27,5
2024-07-25 00:00:00+00:00,3.0,1.0,1,1
2024-07-26 00:00:00+00:00,,,5,4
2024-07-28 00:00:00+00:00,2.0,1.0,2,1
2024-07-29 00:00:00+00:00,,,5,1
2024-07-30 00:00:00+00:00,,,4,2
