url_path,views_total,views_unique
/Swiple/swiple,4,4
/Swiple/swiple/discussions,3,1
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/models/destinations/email.py,1,1
/Swiple/swiple/blob/main/package-lock.json,1,1
/Swiple/swiple/commit/40ffb190fc85c58765adf244b8ce1fb6d46fe4e5,1,1
/Swiple/swiple/commit/5719b7bf415d4914b55f7aeb621b488da1b61e88,1,1
/Swiple/swiple/issues,1,1
/Swiple/swiple/pull/56,1,1
/Swiple/swiple/pull/7,1,1
