time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-02 00:00:00+00:00,3.0,3.0,18.0,3.0
2024-02-03 00:00:00+00:00,2.0,2.0,7.0,5.0
2024-02-04 00:00:00+00:00,1.0,1.0,,
2024-02-05 00:00:00+00:00,1.0,1.0,5.0,3.0
2024-02-06 00:00:00+00:00,3.0,3.0,67.0,7.0
2024-02-07 00:00:00+00:00,1.0,1.0,48.0,8.0
2024-02-08 00:00:00+00:00,2.0,2.0,40.0,8.0
2024-02-09 00:00:00+00:00,3.0,3.0,11.0,2.0
2024-02-10 00:00:00+00:00,1.0,1.0,,
2024-02-11 00:00:00+00:00,1.0,1.0,,
2024-02-12 00:00:00+00:00,2.0,2.0,30.0,4.0
2024-02-13 00:00:00+00:00,1.0,1.0,60.0,6.0
2024-02-14 00:00:00+00:00,1.0,1.0,10.0,3.0
2024-02-15 00:00:00+00:00,,,50.0,11.0
