time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-12 00:00:00+00:00,11,2,31,2
2023-03-13 00:00:00+00:00,2,2,52,5
2023-03-14 00:00:00+00:00,3,2,9,5
2023-03-15 00:00:00+00:00,1,1,48,10
2023-03-16 00:00:00+00:00,1,1,9,5
2023-03-17 00:00:00+00:00,2,2,6,6
2023-03-18 00:00:00+00:00,1,1,3,3
2023-03-19 00:00:00+00:00,1,1,2,2
2023-03-20 00:00:00+00:00,2,2,20,9
2023-03-21 00:00:00+00:00,1,1,4,4
2023-03-22 00:00:00+00:00,2,2,12,7
2023-03-23 00:00:00+00:00,1,1,4,3
2023-03-24 00:00:00+00:00,2,2,6,5
2023-03-25 00:00:00+00:00,1,1,3,2
