time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-21 00:00:00+00:00,5,4,5,5
2023-06-22 00:00:00+00:00,3,2,7,4
2023-06-23 00:00:00+00:00,5,3,46,7
2023-06-24 00:00:00+00:00,1,1,2,2
2023-06-25 00:00:00+00:00,2,2,1,1
2023-06-26 00:00:00+00:00,2,2,7,5
2023-06-27 00:00:00+00:00,1,1,10,5
2023-06-28 00:00:00+00:00,2,2,16,7
2023-06-29 00:00:00+00:00,1,1,11,5
2023-06-30 00:00:00+00:00,1,1,8,2
2023-07-01 00:00:00+00:00,3,3,25,2
2023-07-02 00:00:00+00:00,1,1,4,3
2023-07-03 00:00:00+00:00,2,2,22,5
2023-07-04 00:00:00+00:00,2,2,30,6
