url_path,views_total,views_unique
/Swiple/swiple,15,13
/Swiple/swiple/blob/main/backend/Dockerfile,7,7
/Swiple/swiple/discussions,3,2
/Swiple/swiple/commit/40ffb190fc85c58765adf244b8ce1fb6d46fe4e5,2,2
/Swiple/swiple/issues,2,2
/Swiple/swiple/activity,1,1
/Swiple/swiple/commit/1a4190457ee5fc4b54b3df535473c11a030358cd,1,1
/Swiple/swiple/commit/35c639a6773c39ef08cbf4becde6ac56f9e82e54,1,1
/Swiple/swiple/commit/5719b7bf415d4914b55f7aeb621b488da1b61e88,1,1
/Swiple/swiple/commit/c8c997138e03ef82bfa85f3719a14d9f80c1ae7c,1,1
