time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-30 00:00:00+00:00,1,1,,
2023-12-31 00:00:00+00:00,1,1,,
2024-01-01 00:00:00+00:00,2,2,2.0,1.0
2024-01-02 00:00:00+00:00,1,1,66.0,8.0
2024-01-03 00:00:00+00:00,1,1,13.0,4.0
2024-01-04 00:00:00+00:00,1,1,36.0,7.0
2024-01-05 00:00:00+00:00,1,1,41.0,7.0
2024-01-06 00:00:00+00:00,4,2,2.0,1.0
2024-01-07 00:00:00+00:00,1,1,2.0,2.0
2024-01-08 00:00:00+00:00,3,3,8.0,4.0
2024-01-09 00:00:00+00:00,2,2,8.0,6.0
2024-01-10 00:00:00+00:00,2,2,50.0,11.0
2024-01-11 00:00:00+00:00,2,2,47.0,6.0
2024-01-12 00:00:00+00:00,1,1,9.0,4.0
