url_path,views_total,views_unique
/Swiple/swiple,15,13
/Swiple/swiple/blob/main/backend/Dockerfile,10,7
/Swiple/swiple/tree/main/backend,9,4
/Swiple/swiple/tree/main/backend/tests,9,3
/Swiple/swiple/blob/main/backend/pyproject.toml,8,4
/Swiple/swiple/blob/main/backend/tests/conftest.py,6,2
/Swiple/swiple/blob/main/backend/tests/fake_opensearch.py,3,2
/Swiple/swiple/blob/main/backend/tests/test_api_v1_dataset.py,3,2
/Swiple/swiple/tree/main/backend/app,3,2
/Swiple/swiple/tree/main/backend/app/api,3,2
